Position Title,Date,Apply,Work Model,Location,Company,Company Size,Company Industry,Salary,Qualifications,H1b Sponsored,Is New Grad
BVT Analyst_11/22/2025,2025-11-22,https://jobright.ai/jobs/info/6921b7fb3f782d2f1afd3833?utm_source=1100&utm_campaign=Software Engineering,On Site,"Anchorage, AK, US",ADP WFN Test Company 1,,,$300-$700 /yr,"1. Bachelor's degree in Business Administration, Data Analytics, or a related field.
2. Proven experience in data analysis and reporting, preferably in a business transformation context.
3. Strong proficiency in data analysis tools such as Excel, SQL, or similar software.",not sure,
"Associate Software QA Engineer (Hybrid - Acton, MA)",2025-11-22,https://jobright.ai/jobs/info/690ad87a4a1b456627b0be6a?utm_source=1100&utm_campaign=Software Engineering,Hybrid,"Acton, MA",Insulet Corporation,1001-5000,"Health Care,Medical",$64K-$97K /yr,"1. Self-motivated
2. Proactive
3. Quick learner
4. Strong understanding of software testing methodologies, tools, and best practices, with a preference for embedded software testing experience.
5. Excellent problem-solving skills and attention to detail.
...",not sure,yes
Data Analyst Level 1 (28850),2025-11-22,https://jobright.ai/jobs/info/6921b3a2a49a885af9a472a5?utm_source=1100&utm_campaign=Software Engineering,On Site,"New York, NY, USA","Physician Affiliate Group of New York, P.C. (PAGNY)",1001-5000,"Health Care,Hospital",$65654-$80000 /yr,"1. A Master’s degree or advanced clinical degree from an accredited college or university; or a Baccalaureate degree from an accredited college or university.
2. (1) year of experience gathering and documenting business, clinical, and/or functional requirements for software applications development and implementation in a clinical, allied health, non-allied health, behavioral health, information technology, information services, business, analytics or related area; or (1) year of experience in a relevant clinical and/or healthcare administration role/function.
3. A satisfactory combination of education, training, and experience will be considered.
4. Specialty certification(s) issued by a national commercially available program, state, professional society, academic or technical institution in an area(s) listed above, may be credited on a month-to-month basis toward the required work experience for a total of one (1) year.",not sure,
Design Engineer (GI),2025-11-22,https://jobright.ai/jobs/info/6921b3973f782d2f1afd360c?utm_source=1100&utm_campaign=Software Engineering,On Site,"New York City, NY",City of New York,10000+,"Government,Legal",$66330-$76279 /yr,"1. A baccalaureate degree from an accredited college in civil engineering and one year of full-time satisfactory experience in civil engineering work
2. A baccalaureate degree from an accredited college and a Master's degree from an accredited college in civil engineering",no,
Game Test Analyst,2025-11-22,https://jobright.ai/jobs/info/690b95204a1b456627b10975?utm_source=1100&utm_campaign=Software Engineering,Hybrid,"San Diego, CA",Sony Interactive Entertainment,10000+,"Consumer Goods,Music",$17-$18 /hr,"1. Must be at least 18 years of age
2. Strong analytical and problem solving skills
3. Excellent written and verbal communication (needs to be able to communicate bugs how did you find them? What exact steps are needed to make it happen again?)
4. Basic to intermediate understanding of networking setup and hardware, as well as how its principles and components apply to modern console, PC, and mobile gaming / functionality
5. Ability to work in both an individual and team environment
...",not sure,
Audio Test Analyst,2025-11-22,https://jobright.ai/jobs/info/690c71404a1b456627b1859b?utm_source=1100&utm_campaign=Software Engineering,Hybrid,"San Diego, CA",Sony Interactive Entertainment,10000+,"Consumer Goods,Music",$19-$21 /hr,"1. Analysis of game audio content and test execution throughout the PlayStation Studios Audio QA test process.
2. Defect detection, diagnosis and reporting
3. Understanding and Executing PlayStation Studios QA test processes.
4. Monitoring and updating of defect tracking database.
5. Reporting on testing status or progress.
...",not sure,
"Associate Solution Architect, Sage Intacct",2025-11-22,https://jobright.ai/jobs/info/69052e8363502c0aded79281?utm_source=1100&utm_campaign=Software Engineering,Remote,"Oregon, United States",Baker Tilly US,10000+,,$85910-$162890 /yr,"1. Bachelor's degree required, preferably in Accounting, Business or MIS (candidate must also have general understanding of accounting terms through previous courses or experience)
2. One (1)+ years’ experience providing consulting and implementing Sage Intacct, ERP/financial applications and/or other SaaS solutions
3. Vertical industry understanding gained either through operational or accounting involvement in the construction space
4. Consulting experience end-to-end through the entire software delivery life cycle following a process-based methodology or experience as an end user who has gone through a software implementation or upgrade
5. Demonstrated skills in the areas of time management, communication, relationship building, collaboration, and problem solving
...",no,
Embedded DSP Software Engineer,2025-11-22,https://jobright.ai/jobs/info/68ccd983d11b445e0bee2dc1?utm_source=1100&utm_campaign=Software Engineering,On Site,"San Diego, CA",Qualcomm,10000+,"Artificial Intelligence (AI),Generative AI",$94200-$141200 /yr,"1. Bachelor's degree in Engineering, Information Systems, Computer Science, or related field.
2. Develop and validate embedded DSP software features in C/C++ for real-time systems.
3. Participate in the design and implementation of inter-processor communication and memory management mechanisms.
4. Assist in debugging, profiling, and optimizing software for performance and power efficiency.
5. Collaborate with cross-functional teams to integrate DSP software into broader system frameworks.
...",not sure,
Machine Learning Engineer l,2025-11-22,https://jobright.ai/jobs/info/68cddf34e23def7af55bfd8a?utm_source=1100&utm_campaign=Software Engineering,Hybrid,United States,Cohere Health,501-1000,"Consumer Software,Health Care",$95K-$115K /yr,"1. 1-3 years full time professional experience in ML
2. MS in computer science, machine learning, computational linguistics, statistics, mathematics or similar field
3. Hands on experience building with modern language models, including context-engineering LLMs or fine-tuning SLMs
4. Understanding of scientific best practice in experimental design and can independently perform data collection, measurement, and interpretation of results
5. Experience configuring, training, evaluating, deploying, and maintaining models in a production setting
...",not sure,
Research Associate/Senior Research Associate in Swarm Robotics,2025-11-22,https://jobright.ai/jobs/info/6921a82f3f782d2f1afd3458?utm_source=1100&utm_campaign=Software Engineering,On Site,"Bristol, CT","University of Bristol - School of Physiology, Pharmacology and Neuroscience",11-50,,$40K-$50K /yr,"1. You are working towards or have a relevant PhD degree or equivalent professional qualification/experience in Robotics, Engineering, Computer Science, Maths or closely related discipline (e.g. social science applied to technology).
2. Expertise relevant to swarm robotics in one or more of these areas: 1) hardware design for outdoor operation, 2) cognition using onboard edge-AI and perception. 3) automatic design of swarm algorithms, 4), interfaces for intuitive human-swarm interactions.
3. Demonstrated expertise publishing results in journals and/or conferences.
4. Experience demonstrating robots in reality.",not sure,
Corporate Account Executive,2025-11-22,https://jobright.ai/jobs/info/68e8d3af01c6482bd8777a9e?utm_source=1100&utm_campaign=Software Engineering,Remote,"Multi Location
Sunnyvale, CA
Washington, United States
Tennessee, United States
New York, United States
Colorado, United States
Austin, TX
Georgia, United States
Illinois, United States",CrowdStrike,10000+,"Artificial Intelligence (AI),Cloud Data Services",$60K-$95K /yr,"1. 1+ years of full sales cycle experience, generating net new business for a SaaS, Cloud, and/or Security solution.
2. 1+ years of experience carrying a dedicated sales quota, with responsibility for full sales cycle from sourcing to closing.
3. Experience with a consultative sales process with proven ability to sell a broad, multi-module solution to mid/enterprise organizations.
4. Confidence to sell into C-level Executives and/or Evaluator-level Security and IT Leadership.
5. Ability to execute a go-to-market strategy and prospect into accounts using SFDC, Outreach, LinkedIn Sales Navigator, ZoomInfo, cold calling, emailing, and more.
...",not sure,
Junior SAP ABAP Developer,2025-11-22,https://jobright.ai/jobs/info/688bc0b91808534a89cb5cdf?utm_source=1100&utm_campaign=Software Engineering,On Site,"Washington, DC",Accenture Federal Services,10000+,"Consulting,Finance",$76100-$176200 /yr,1. 1+ year of SAP ABAP Development experience,no,
"Research Scientist in Large Language Model, University Graduates (Doubao-Seed) - 2025 Start (PhD)",2025-11-22,https://jobright.ai/jobs/info/68cd629eb2a74e1837ed6469?utm_source=1100&utm_campaign=Software Engineering,On Site,"San Jose, CA",ByteDance,10000+,"Content,Data Mining",$137K-$259K /yr,"1. Ph.D. graduate with a background in computer science, mathematics, engineering, or a related field
2. Excellent coding ability, data structures, and fundamental algorithm skills, proficient in C/C++ or Python, winners of competitions such as ACM/ICPC, NOI/IOI, Top Coder, Kaggle, etc.",not sure,yes
Trade Support Engineer,2025-11-22,https://jobright.ai/jobs/info/6806869622b8e29f156721fb?utm_source=1100&utm_campaign=Software Engineering,On Site,"Chicago, IL",DRW,1001-5000,"Consulting,Finance",$85K-$125K /yr,"1. 1–3 years of experience in trade support, systems administration, site reliability engineering, or a related technical role (internships or projects count!)
2. Bachelor’s degree in Computer Science, Engineering, or related STEM field
3. Basic understanding of networking concepts (TCP/IP, DNS, DHCP) and ability to use common troubleshooting tools
4. Ability to think through and troubleshoot technical problems under time pressure
5. Clear communication skills, written and verbal
...",not sure,
Research Engineer Graduate (Seed-Infra-Inference-US) - 2026 Start (PhD),2025-11-22,https://jobright.ai/jobs/info/68ce8c94dbd9fb154ede0b74?utm_source=1100&utm_campaign=Software Engineering,On Site,"Seattle, WA",ByteDance,10000+,"Content,Data Mining",$130K-$246K /yr,"1. Final year or recent PhD graduate with a background in Computer Science, related technical field or equivalent industrial research experience
2. Must obtain work authorization in the country of employment at the time of hire, and maintain ongoing work authorization during employment.
3. Excellent coding ability, solid foundation in data structures and basic algorithms, proficient in C/C++ or Python, winners of ACM/ICPC, NOI/IOI and other competitions are preferred.
4. Familiar with at least one mainstream machine learning framework (TensorFlow/PyTorch/Jax).
5. Master the principles of distributed systems, and participated in the design, development, and maintenance of large-scale distributed systems.
...",not sure,yes
"Software Engineer (Typescript, AWS)",2025-11-22,https://jobright.ai/jobs/info/690503b3122e8474c78d523d?utm_source=1100&utm_campaign=Software Engineering,On Site,"McLean, VA",Capital One,10000+,"Banking,Credit Cards",$133000-$151800 /yr,"1. Bachelor’s Degree
2. At least 1.5 years of experience in software engineering (Internship experience does not apply)",no,
"Data & Reporting Specialist - New Brighton, MN office",2025-11-22,https://jobright.ai/jobs/info/6903d176d64a22104aa936fa?utm_source=1100&utm_campaign=Software Engineering,Hybrid,"New Brighton, MN",HomeServices of America,5001-10000,"Finance,Real Estate",$25-$28 /hr,"1. Associate’s degree or equivalent knowledge and experience
2. Professionalism in written and verbal communication essential
3. Demonstrated ability to prioritize and manage multiple deadlines proactively
4. Excellent computer skills in MS Office applications, particularly MS Excel",not sure,
Research Engineer Graduate (Seed-Infra-Platform-US) - 2026 Start (PhD),2025-11-22,https://jobright.ai/jobs/info/68ce843b846f0b04af67aa91?utm_source=1100&utm_campaign=Software Engineering,On Site,"Seattle, WA",ByteDance,10000+,"Content,Data Mining",$130K-$246K /yr,"1. Final year or recent PhD graduate with a background in Computer Science, related technical field or equivalent industrial research experience
2. Must obtain work authorization in the country of employment at the time of hire, and maintain ongoing work authorization during employment.
3. Excellent coding ability, solid foundation in data structures and basic algorithms, proficient in C/C++ or Python, winners of ACM/ICPC, NOI/IOI and other competitions are preferred.
4. Familiar with at least one mainstream machine learning framework (TensorFlow/PyTorch/Jax).
5. Master the principles of distributed systems, and participated in the design, development, and maintenance of large-scale distributed systems.
...",not sure,yes
2026 University Graduate - Machine Learning Engineer,2025-11-22,https://jobright.ai/jobs/info/68ce072c1ad6b16f028a13f9?utm_source=1100&utm_campaign=Software Engineering,On Site,"Multi Location
Seattle, WA
New York, NY",Adobe,10000+,"Artificial Intelligence (AI),Consulting",$121K-$229K /yr,"1. PhD or MS degree in Computer Science, Statistics, Electrical Engineering, Applied Math, Operations Research, Econometrics or equivalent experience required
2. 0-2+ years of experience in specific skill/field(s)
3. Deep understanding of statistical modeling, machine learning, deep learning, or data mining concepts, and a track record of solving problems with these methods.
4. Proficient in one or more programming languages such as Python, Scala, Java and C
5. Familiar with one or more machine learning or statistical modeling tools such as R, Matlab and scikit learn
...",not sure,yes
"Data Scientist, Mid",2025-11-22,https://jobright.ai/jobs/info/68ea10c5cfc08e49089156b1?utm_source=1100&utm_campaign=Software Engineering,On Site,"Fort Meade, MD",Booz Allen Hamilton,10000+,"Consulting,Cyber Security",$78K-$176K /yr,"1. 1+ years of experience in statistics, operations research, or advanced mathematics
2. Experience with R or Python
3. Experience using scientific methods to inform qualitative and quantitative analyses
4. Ability to work effectively in a collaborative and fast-paced environment
5. TS/SCI clearance with a polygraph
...",no,
Fullstack Software Engineer Graduate (Ads Interface and Platform) - 2026 Start (BS/MS),2025-11-22,https://jobright.ai/jobs/info/68cf04b7fb49c96ca6ea5272?utm_source=1100&utm_campaign=Software Engineering,On Site,"San Jose, CA",TikTok,10000+,"Content Creators,Content Discovery",$119K-$187K /yr,"1. Bachelor’s degree in computer science or related technical discipline.
2. Strong Computer Science fundamentals (algorithms, data structures, software design) and problem-solving skills.
3. Proficiency and experience working with JavaScript ES5 or later, CSS, and at least one frontend MV framework such as React or Vue.
4. Collaborative mindset, with solid communication skills.",not sure,yes
"University, Software Developer",2025-11-22,https://jobright.ai/jobs/info/68ea1d621e54db0a21816177?utm_source=1100&utm_campaign=Software Engineering,Hybrid,"McLean, VA",Booz Allen Hamilton,10000+,"Consulting,Cyber Security",$53K-$108K /yr,"1. Experience with programming languages or frameworks, including Python, GoLang, Java, C, C++, Spring, React.js, Node.js, or Angular.js
2. Experience with using Microsoft Office, including Outlook, Word, Excel, and PowerPoint
3. Knowledge of systems development life cycle methodologies and associated activities
4. Ability to obtain a Secret clearance
5. Scheduled to obtain a Bachelor’s degree by Winter 2025, Spring 2026, or Summer 2026",no,
Systems Engineer,2025-11-22,https://jobright.ai/jobs/info/68f4c99e9a63986de75779bb?utm_source=1100&utm_campaign=Software Engineering,On Site,"Multi Location
Warner Robins, GA
San Antonio, TX
Beavercreek, OH
Rome, NY",Booz Allen Hamilton,10000+,"Consulting,Cyber Security",$53K-$108K /yr,"1. 1+ years of experience in software development, system engineering, or cybersecurity
2. Experience with scripting languages, including Python, Bash, or JavaScript
3. Experience with cloud platforms, including Amazon AWS
4. Experience with container tools using Docker or Podman
5. Experience with Linux operating systems such as Red Hat, Rocky, CentOS, Debian, or Ubuntu
...",no,
2026 University Graduate - Research Scientist/Engineer,2025-11-22,https://jobright.ai/jobs/info/69049feaff462851feff6988?utm_source=1100&utm_campaign=Software Engineering,On Site,"San Jose, CA",Adobe,10000+,"Artificial Intelligence (AI),Consulting",$121K-$229K /yr,"1. Masters, PhD degree, and/or record of exceptional ability.
2. Research experience in music or audio AI.
3. Hands-on experience with machine learning frameworks and models.
4. Deep insight into real-world audio applications.
5. Strong communication, teamwork, and collaboration skills",not sure,yes
"Data Engineer, Junior",2025-11-22,https://jobright.ai/jobs/info/68cd2d851ad6b16f02896359?utm_source=1100&utm_campaign=Software Engineering,On Site,"Huntsville, AL",Booz Allen Hamilton,10000+,"Consulting,Cyber Security",$48K-$98K /yr,"1. Experience with data engineering concepts, including data collection, storage, processing, cleaning, or transforming
2. Knowledge of AWS cloud services, Azure, Google, or AWS cloud
3. Knowledge of search indexes
4. Ability to obtain a Top Secret clearance
5. Scheduled to obtain a Bachelor's degree by Summer 2026 or Winter 2026",no,
"Cloud Engineer, Junior",2025-11-22,https://jobright.ai/jobs/info/690d7393221b890c27806d9d?utm_source=1100&utm_campaign=Software Engineering,On Site,"Huntsville, AL",Booz Allen Hamilton,10000+,"Consulting,Cyber Security",$53K-$108K /yr,"1. Experience with Azure, Google, or AWS cloud
2. Experience with Linux
3. Knowledge of DevSecOps concepts
4. Ability to obtain a Top Secret clearance
5. Scheduled to obtain a Bachelor's degree by Summer 2026 or Winter 2026",no,
Azure Cloud Engineer,2025-11-22,https://jobright.ai/jobs/info/690d65b3d046ab6061cf5cfc?utm_source=1100&utm_campaign=Software Engineering,Hybrid,"Beavercreek, OH",Booz Allen Hamilton,10000+,"Consulting,Cyber Security",$62K-$141K /yr,"1. 1+ years of experience with Microsoft Azure cloud engineering
2. Experience with Azure security and compliance tools, Azure DevOps, and CI/CD pipelines
3. Experience with PowerShell or Azure CLI scripting capabilities
4. Knowledge of Azure networking and hybrid connectivity
5. Knowledge of Infrastructure as Code, including ARM templates, Bicep, or Terraform
...",no,
"BEST - Technical Sales - Equipment - Linthicum, MD",2025-11-22,https://jobright.ai/jobs/info/68ea36186afbef49f2c662ed?utm_source=1100&utm_campaign=Software Engineering,On Site,"Linthicum, MD",Johnson Controls,10000+,"Industrial Engineering,Physical Security",$60K-$83K /yr,"1. Currently pursuing a bachelor’s degree in a technical field (engineering, construction management, IT etc.) and graduating by December 2025 or June 2026.
2. Strong analytical ability to solve problems and ability to learn quickly
3. Ability to manage multiple projects and cross-functional teams with minimum guidance
4. Strong communication and teamwork skills
5. U.S. Citizenship or Permanent Residency",no,
"Cable Installation Technician, DCC Communities",2025-11-22,https://jobright.ai/jobs/info/69218657d1ec2c3565c44de5?utm_source=1100&utm_campaign=Software Engineering,On Site,"Multi Location
Tempe, AZ
Mesa, AZ",Amazon Web Services (AWS),10000+,"Consulting,DevOps",$51K-$113K /yr,"1. High school or equivalent diploma
2. 1+ year or experience in any of the following or similar technical or vocational roles: Computer Hardware Repair, Infrastructure Cabling, Network Deployment, Data Center Operations, Technical Project Management",no,
Software Development Engineer in Test (Python & Networking),2025-11-22,https://jobright.ai/jobs/info/6922d648c0cefa13343d99a5?utm_source=1100&utm_campaign=Software Engineering,Remote,United States,Akamai Technologies,10000+,"Cyber Security,Digital Media",$79K-$165K /yr,"1. Have a Bachelor's degree in Computer Science, Engineering, or its equivalent.
2. Possess experience in developing test automation in Python.
3. Be passionate about solving large scale distributed systems problems.
4. Have exposure or interest in working with internet technologies such as TCP/IP, HTTP, HTTPS, DNS, etc.
5. Be passionate about solving QA challenges using emerging technologies such as AI and Cloud Native solutions.",not sure,
"Network Install Technician, Infrastructure Delivery",2025-11-22,https://jobright.ai/jobs/info/69218011d1ec2c3565c44aaf?utm_source=1100&utm_campaign=Software Engineering,On Site,"Multi Location
Tempe, AZ
Avondale, AZ
Berwick, PA
Sparks, NV",Amazon Web Services (AWS),10000+,"Consulting,DevOps",$51K-$113K /yr,"1. High school or equivalent diploma
2. 1+ year of experience in any of the following or similar technical or vocational roles: Computer Hardware Repair, Infrastructure Cabling, Network Deployment, Data Center Operations, Technical Project Management",not sure,
"Data Center Technician , DCC Communities",2025-11-22,https://jobright.ai/jobs/info/69217acba49a885af9a46150?utm_source=1100&utm_campaign=Software Engineering,On Site,"Multi Location
Avondale, AZ
Berwick, PA
Tempe, AZ
Sparks, NV",Amazon Web Services (AWS),10000+,"Consulting,DevOps",$51K-$113K /yr,"1. 1+ years of computer hardware troubleshooting and repair experience
2. 1+ years of computer networking experience
3. High school or equivalent diploma",no,
System Administrator I (IT),2025-11-22,https://jobright.ai/jobs/info/69217a733f782d2f1afd25b2?utm_source=1100&utm_campaign=Software Engineering,On Site,"Syracuse, NY, US",Steri-Pharma LLC,51-100,"Manufacturing,Medical",$25-$33.65 /hr,"1. A high school diploma/degree or GED
2. At least 1-3 years’ experience in an IT environment providing exceptional end-user support.
3. Experience in supporting a Microsoft environment including Windows 7 to 11, Microsoft Office, Microsoft 365.
4. Basic networking knowledge, Active Directory and application support.
5. Skill to use time management techniques in personal daily tasks and that of others.
...",not sure,
"ADC Engineer I, Amazon Dedicated Cloud Engineering - Support Engineering",2025-11-22,https://jobright.ai/jobs/info/692179193f782d2f1afd2575?utm_source=1100&utm_campaign=Software Engineering,On Site,"Multi Location
Herndon, VA
Jessup, MD
Arlington, VA
Bellevue, WA
Denver, CO
Seattle, WA
Columbia, MD",Amazon Web Services (AWS),10000+,"Consulting,DevOps",$82K-$152K /yr,"1. High school or equivalent diploma, or A+ or CND (Certified Network Defender) or Network+ or Security+
2. 1-3 years of experience with Systems Administration in Linux/Unix (Ubuntu, CentOS, RedHat, Solaris, etc.)
3. 1-3 years of experience with Networking (TCP/IP, DNS)
4. 1-3 years of experience with Troubleshooting / Support for technical IT issues
5. Current, active US Government Security Clearance of TS/SCI with Polygraph",no,
Network Engineer Associate,2025-11-22,https://jobright.ai/jobs/info/69219af83f782d2f1afd325e?utm_source=1100&utm_campaign=Software Engineering,On Site,"San Diego, CA",SAIC,10000+,"Information Technology,Security",$40K-$80K /yr,"1. Bachelors degree or applicable military experience OR 1 year of related experience with either a HS/GED.
2. Must be a U.S. Citizen.
3. Active Secret Clearance before start.
4. Security + Certification.
5. Must be able to become IAT 2 certified within 6 months of higher date. ITA 2 certification includes a minimum of one additional certification (CCNA, MCSA, MCSE, Linux+, VCP, etc.).
...",no,
Technology Support Analyst,2025-11-21,https://jobright.ai/jobs/info/692167803f782d2f1afd1e80?utm_source=1100&utm_campaign=Software Engineering,On Site,"Raleigh, NC",NC State College of Engineering,101-250,,$35K-$96K /yr,"1. Associate’s degree in Computer Science, Information Technology, or related discipline and one year of experience in the information technology field related to the area of assignment; or bachelor’s degree and one year of experience in the information technology field related to the area of assignment; or bachelor’s degree in Computer Science, Information Technology, or related discipline; or an equivalent combination of training and experience.
2. All degrees must be received from appropriately accredited institutions.
3. Valid NC Driver's License required.",not sure,
Full Stack Software Engineer (Application Software),2025-11-21,https://jobright.ai/jobs/info/691e84803f782d2f1afb5887?utm_source=1100&utm_campaign=Software Engineering,On Site,"Hawthorne, CA",SpaceX,10000+,"Advanced Materials,Aerospace","$120,000-$145,000 /yr","1. Bachelor's degree in computer science, engineering, math, or scientific discipline; OR 2+ years of professional experience building software in lieu of a degree
2. 1+ years of experience in full stack development",no,
Software Developer (SQL),2025-11-21,https://jobright.ai/jobs/info/69256a7d27bf2f41a2c3eae4?utm_source=1100&utm_campaign=Software Engineering,Hybrid,"Toronto, Ontario, Canada",TAO Solutions Inc.,11-50,"Computer,Financial Services",$50000-$75000 /yr,"1. Strong academic background in Computer Science, Software Engineering, or a related field
2. 0-2 years experience in software development and/or server reporting development as applicable.
3. Exposure to MS-SQL Server, T-SQL, and stored procedures through coursework, projects, or internships.
4. Understanding of database concepts, normalization, and indexes.
5. Knowledge of software development principles and the software development life cycle.
...",not sure,yes
Network Engineer Associate,2025-11-21,https://jobright.ai/jobs/info/69216091a49a885af9a457fc?utm_source=1100&utm_campaign=Software Engineering,On Site,"San Diego, CA",SAIC,10000+,"Information Technology,Security",$40K-$88K /yr,"1. Bachelors degree or applicable military experience OR 1 year of related experience with either a HS/GED.
2. Must be a U.S. Citizen.
3. Active Secret Clearance before start.
4. Security + Certification.
5. Must be able to become IAT 2 certified within 6 months of higher date. ITA 2 certification includes a minimum of one additional certification (CCNA, MCSA, MCSE, Linux+, VCP, etc.).
...",no,
Software Engineer,2025-11-21,https://jobright.ai/jobs/info/6921b8f2a49a885af9a47519?utm_source=1100&utm_campaign=Software Engineering,On Site,"San Francisco, CA, US",Circleback,1-10,"Artificial Intelligence (AI),SaaS",$125000-$190000 /yr,"1. 1+ years of experience in software engineering
2. Experience building new product features and experiences end-to-end
3. Experience with database models, API endpoints, video infrastructure, and UI components
4. Ability to apply learnings from customer conversations into product improvements
5. Pride in work and ownership of tasks
...",yes,
Join Peraton - Building the Future of Technology Operations,2025-11-21,https://jobright.ai/jobs/info/69214f823f782d2f1afd14f5?utm_source=1100&utm_campaign=Software Engineering,Hybrid,"Herndon, VA",Peraton,10000+,"Information Technology,Robotics",$112K-$179K /yr,"1. US Citizenship required
2. Experience requirements will vary by role.
3. Some roles may require industry certifications such as ITIL V4, CISSP, CISM, etc.",no,
Associate Data Analyst (DOH/CHP #11340),2025-11-21,https://jobright.ai/jobs/info/69214bd7a49a885af9a44bfc?utm_source=1100&utm_campaign=Software Engineering,On Site,"Santa Fe, NM",New Mexico Department of Health,,Health Care,$26-$39 /hr,"1. High School diploma or equivalent
2. Six (6) months of experience directly related to the position in research, statistics, computer science, data analysis, accounting, auditing, finance, economics, business, public administration, budgeting, management, and/or systems analysis or related professional certification as determined by the hiring agency
3. Must possess and maintain a valid Driver's License
4. Must possess and maintain a current Defensive Driving Course Certificate from the State of New Mexico or must pass and receive Defensive Driving Course Certification within six (6) months of date of hire as a condition of continued employment
5. Ability to communicate effectively with outside entities and internal partners
...",not sure,yes
Associate Data Analyst (DOH/CHP #11341),2025-11-21,https://jobright.ai/jobs/info/69214ab800c9ee50eaecd844?utm_source=1100&utm_campaign=Software Engineering,On Site,"Santa Fe, NM",New Mexico Department of Health,,Health Care,$26-$39 /hr,"1. High School diploma or equivalent
2. Six (6) months of experience directly related to the position in research, statistics, computer science, data analysis, accounting, auditing, finance, economics, business, public administration, budgeting, management, and/or systems analysis or related professional certification as determined by the hiring agency
3. Must possess and maintain a valid Driver's License
4. Must possess and maintain a current Defensive Driving Course Certificate from the State of New Mexico or must pass and receive Defensive Driving Course Certification within six (6) months of date of hire as a condition of continued employment",not sure,yes
Engineer - Networking,2025-11-21,https://jobright.ai/jobs/info/68b91cde07090163b6ba7d56?utm_source=1100&utm_campaign=Software Engineering,Remote,"United States, Remote",agile six,1-10,"Health Care,Software","$112,750-$163,956 /yr","1. Experience self-organizing: taking ownership of assigning and managing your own work
2. Bias to action; you’ve proactively tried new things of your own volition
3. Pragmatic decision-making skills and the ability to weigh and navigate tradeoffs
4. A strong sense of experimentation, eager to innovate, using hypothesis-driven development
5. You incorporate AI and emerging technologies to boost work efficiency and quality.
...",no,
"Associate Member of Staff, Systems Engineering (Weekend)",2025-11-21,https://jobright.ai/jobs/info/6904cd9c122e8474c78d358a?utm_source=1100&utm_campaign=Software Engineering,Remote,United States,MEMX,51-100,"Developer Tools,Education","$85,000-$100,000 /yr","1. Bachelor’s degree in Computer Science, Information Systems, Software, Electrical or Electronics Engineering, or comparable field of study
2. Good understanding of operating system, especially in Linux and Linux Internals
3. Wizard on Unix command line with very strong Python and shell scripting experience
4. Strong understanding of systems, networks and troubleshooting techniques, especially for distributed systems including detailed and thorough analysis
5. Experience with installing, configuring and troubleshooting Linux servers in production environments
...",not sure,
Software Developer 1,2025-11-21,https://jobright.ai/jobs/info/692140d23f782d2f1afd0992?utm_source=1100&utm_campaign=Software Engineering,On Site,"Toronto, Ontario, Canada",Intuit,10000+,"Accounting,Financial Services",$80000-$100000 /yr,"1. Bachelor’s or Master’s degree in Computer Science, a related technical field, or equivalent practical experience.
2. Foundational understanding of Agile development, object-oriented design, and programming principles.
3. Coursework, internships, personal projects, or academic experience with one or more programming languages (e.g., Java, Python, JavaScript, C++, etc.).
4. Basic knowledge of front-end web technologies (HTML, CSS, JavaScript) and familiarity with frameworks or tools is a plus.
5. Strong written, verbal, and collaboration skills with the ability to work effectively in a team environment.
...",not sure,
Software Engineer - C++ / Digital Logic Design,2025-11-21,https://jobright.ai/jobs/info/69213a443f782d2f1afd06f4?utm_source=1100&utm_campaign=Software Engineering,Hybrid,"Waltham, MA",Siemens EDA (Siemens Digital Industries Software),,,$90000-$162000 /yr,"1. BS, MS or PhD in Computer Science or Computer Engineering.
2. 0 to 3 years of industry, software development experience in developing large C++ applications as part of a team.
3. Demonstrated experience with algorithm and data structure design.
4. Understanding of gate level digital logic design.
5. Excel both in a team-oriented development and working independently.",no,yes
IT Service Desk - Technician I,2025-11-21,https://jobright.ai/jobs/info/692138d1a49a885af9a4429d?utm_source=1100&utm_campaign=Software Engineering,On Site,"Rapid City, SD","Brink Constructors, Inc.",251-500,"Commercial,Construction",$18-$25 /hr,"1. Provide end-user support for pc and mobile devices (in-person, remote support session, Teams call, etc.)
2. Perform mobile device upgrade or laptop upgrade
3. Image new or refreshed workstations using SCCM
4. Assist with new employee creation process and onboarding
5. Provide training to field employees and office employees for new software rollout
...",no,
IT Support Specialist,2025-11-21,https://jobright.ai/jobs/info/692138c6a49a885af9a44294?utm_source=1100&utm_campaign=Software Engineering,On Site,"Multi Location
Los Angeles, CA
Playa Vista, CA",Skilled Wound Care,51-100,Health Care,$25-$30 /hr,"1. 1–3 years of experience in a similar IT support / helpdesk role or a degree in Computer Science, Information Technology, or related field
2. Strong knowledge of computer hardware and peripherals
3. Strong knowledge of operating systems: macOS, Windows, Linux, iOS, and Android
4. Deep understanding of computers and mobile devices (configuration, troubleshooting, performance tuning)
5. Working understanding of basic networking concepts (TCP/IP, DNS, DHCP, Wi-Fi, routers/switches basics)
...",not sure,
