Position Title,Date,Apply,Work Model,Location,Company,Company Size,Company Industry,Salary,Qualifications,H1b Sponsored,Is New Grad
Appointment Setter (Bilingual English/Spanish),2025-11-21,https://jobright.ai/jobs/info/6920ff483f782d2f1afce343?utm_source=1100&utm_campaign=Human Resources,On Site,"Los Angeles, CA",Tax Relief Helpers,101-250,"Accounting,Consulting",$18-$22 /hr,"1. Language skills: Bilingual with fluency in speaking both English & Spanish
2. A motivated, hard working professional looking to establish themselves in their career.
3. Professional phone demeanor with the ability to make 200-300 calls a day with our clients.
4. Education: High school diploma or equivalent required; Associate’s or Bachelor’s degree in a related field preferred
5. Technical Skills: Hands-on experience with computer systems and software applications (e.g., Microsoft Office Suite, CRM or similar systems)
...",not sure,
Executive & HR Coordinator,2025-11-21,https://jobright.ai/jobs/info/6920eedf00c9ee50eaec97a2?utm_source=1100&utm_campaign=Human Resources,On Site,"Dayton, OH",Miami Valley Community Action Partnership,51-100,"Communities,Non Profit",$40K-$50K /yr,"1. Excellent communication abilities, both written and verbal
2. Strong organizational skills
3. Attention to detail
4. Customer-focused mindset
5. Flexibility and adaptability
...",not sure,
Administrative Officer 2 (Water and Sewer),2025-11-21,https://jobright.ai/jobs/info/6920fa3f3f782d2f1afcdcaa?utm_source=1100&utm_campaign=Human Resources,On Site,FL,Miami-Dade County,,,$51K-$90K /yr,"1. Bachelors degree.
2. One year of administrative experience is required.
3. Additional administrative experience may substitute for the required college education on a year for year basis.",not sure,
Donor and Member Services Specialist,2025-11-21,https://jobright.ai/jobs/info/6920e676a49a885af9a40722?utm_source=1100&utm_campaign=Human Resources,On Site,"Los Angeles, CA","California State University, Long Beach",5001-10000,"Education,Higher Education",$4799-$6992 /mon,"1. Equivalent to a Bachelor's degree in a related field.
2. Relevant education and/or experience which demonstrates acquired and successfully applied knowledge and abilities shown above may be substituted for the required education on a year-for-year basis.
3. Demonstrated communications and interpersonal skills to collaborate effectively with internal and external stakeholders and potential donors.
4. Advanced skills in performing conditional Word merges for acknowledgement letters and receipts.
5. Knowledge of credit card and PCI compliance policies, practices and systems.
...",no,
Bilingual (Haitian-Creole) Case Manager in Training,2025-11-21,https://jobright.ai/jobs/info/6920bdeb3f782d2f1afcadc6?utm_source=1100&utm_campaign=Human Resources,On Site,"Orlando, Florida, United States","Morgan & Morgan, P.A.",1001-5000,Legal,$20-$20 /hr,"1. High school diploma or GED
2. Highly organized with the ability to multitask, prioritize, and demonstrate attention to detail with a great attitude
3. Strong written and verbal communication skills, including good presentation skills
4. Willingness to learn and work with multiple employees within our organization
5. Extensive expertise in computer programs, databases, Microsoft Office Suite, and type no less than 35 wpm",no,
Scheduling Coordinator,2025-11-21,https://jobright.ai/jobs/info/6920bbe83f782d2f1afcabc2?utm_source=1100&utm_campaign=Human Resources,On Site,"Salem, OR",Yakima Valley Farm Workers Clinic,1001-5000,"Dental,Health Care",$19.58-$23.98 /hr,"1. High School Diploma or General Education Diploma (GED).
2. One year of office, administrative, patient care, call center or customer service experience.
3. Bilingual (English/Spanish) required. Must demonstrate the ability to communicate at level 9 on the language proficiency scale.
4. Ability to prioritize work and handle a variety of tasks simultaneously, with frequent interruptions.
5. Strong interpersonal skills with the ability to interact with patients, providers and staff in a professional manner.",not sure,
Staffing Coordinator,2025-11-21,https://jobright.ai/jobs/info/6904212163502c0aded70a9c?utm_source=1100&utm_campaign=Human Resources,On Site,"Broomfield, CO",Intermountain Health,1001-5000,Health Care,$18-$27 /hr,"1. High School Diploma or equivalent
2. Minimum Of One (1) Year Of Related Healthcare Experience
3. Previous scheduling experience
4. Previous staffing experience
5. Proficient in intermediate Excel
...",not sure,
Talent Acquisition Specialist,2025-11-21,https://jobright.ai/jobs/info/6920dba900c9ee50eaec8d34?utm_source=1100&utm_campaign=Human Resources,Hybrid,"Wall Township, NJ",New Jersey Resources,1001-5000,"Asset Management,Energy",$66K-$84K /yr,"1. Bachelor’s degree in Human Resources, Business or related field.
2. 1-3 years experience in Human Resources, Talent Acquisition or related field, with direct involvement in recruiting activities such as sourcing, screening, interviewing or onboarding.
3. Experience with ATS platforms and recruitment tools.
4. Proven ability to manage multiple job requisitions and adapt to changing priorities as needed.
5. Strong proficiency in Microsoft Office (Co-Pilot, Excel, Outlook, Teams, PowerPoint).
...",not sure,
L&D Coordinator,2025-11-21,https://jobright.ai/jobs/info/68ccf4e25954791a1d70198a?utm_source=1100&utm_campaign=Human Resources,Hybrid,"Rosemead, CA",Panda Restaurant Group,5001-10000,Restaurants,$28-$35 /hr,"1. Bachelor’s degree in business administration, hospitality, or related field.
2. Minimum one to two years of experience in Learning & Development and/or Operations, preferably in a retail/hospitality operations environment
3. Successful completion of initial and periodically required training.
4. Obtaining a valid Food Handler's Card within 30 days of employment is a requirement of this position.",not sure,
Eligibility & Benefits Representative - Temporary,2025-11-21,https://jobright.ai/jobs/info/6920f4de00c9ee50eaeca0b3?utm_source=1100&utm_campaign=Human Resources,On Site,"Tigard, OR",AFC Urgent Care Portland/Vancouver,51-100,"Health Care,Hospital",$20-$23 /hr,"1. Minimum one year of experience working in a medical office or health care setting required
2. Minimum one year of experience working with health insurance plans required
3. Ability to communicate effectively and clearly with patients and team members
4. Ability to multitask from phones to emails and faxes",not sure,
Workers' Compensation Case Administrator/ Drug and Alcohol Collector,2025-11-21,https://jobright.ai/jobs/info/6920f22c00c9ee50eaec9c31?utm_source=1100&utm_campaign=Human Resources,Hybrid,"Boise, ID","WorkCare, Inc.",501-1000,"Health Care,Medical",$22-$25 /hr,"1. Minimum of 1-2 years' experience in Idaho Workers' Compensation and case management processes
2. High School diploma or GED, with 1-3 years of related experience in a healthcare or case management setting
3. Strong verbal, written, and interpersonal communication skills, including the ability to engage in effective telephone interactions and report writing
4. Proven ability to maintain privacy and confidentiality in sensitive situations
5. Strong problem-solving skills and the ability to make independent, sound decisions within the scope of authority
...",not sure,
Administrative Coordinator,2025-11-21,https://jobright.ai/jobs/info/6920d7dea49a885af9a3fe6f?utm_source=1100&utm_campaign=Human Resources,On Site,"Multi Location
Chilliwack, British Columbia, Canada
Chilliwack, BC",People Corporation,11-50,"Consulting,Employee Benefits",$37000-$40000 /yr,"1. Good interpersonal, communication, and customer service skills
2. Proficient in all Microsoft Office applications
3. Exceptional written and verbal communication skills, including negotiation and dispute-resolution techniques
4. Ability to work independently or as a part of a team in a high energy, busy environment
5. Excellent time and priority management skills
...",not sure,
Associate Human Resources Generalists,2025-11-21,https://jobright.ai/jobs/info/6920b20100c9ee50eaec6e66?utm_source=1100&utm_campaign=Human Resources,On Site,"USA - Everett, WA",Boeing,1001-5000,"Aerospace,Industrial",$69700-$102500 /yr,"1. Experience in Human Resources or related field
2. Experience with project management and execution",no,
Human Resources Recruiter and Onboarding - Home Care - Port St Lucie,2025-11-21,https://jobright.ai/jobs/info/6920c9d200c9ee50eaec802d?utm_source=1100&utm_campaign=Human Resources,On Site,"Port Saint Lucie, FL",CareGivers of America,251-500,Health Care,$24-$25 /hr,"1. 1–3 years of experience in recruiting, HR coordination, or onboarding
2. Strong organizational skills and attention to detail
3. Excellent communication skills (verbal, written, and interpersonal)
4. Ability to manage multiple priorities and meet deadlines
5. Proficiency in Microsoft Office, ShareFile, and HR/credentialing systems
...",not sure,
HR - Recruiter and Onboarding - Boca Raton,2025-11-21,https://jobright.ai/jobs/info/6920cf4e00c9ee50eaec8542?utm_source=1100&utm_campaign=Human Resources,On Site,"Boca Raton, FL",CareGivers of America,251-500,Health Care,$24-$25 /hr,"1. 1–3 years of experience in recruiting, HR coordination, or onboarding
2. Strong organizational skills and attention to detail
3. Excellent communication skills (verbal, written, and interpersonal)
4. Ability to manage multiple priorities and meet deadlines
5. Proficiency in Microsoft Office, ShareFile, and HR/credentialing systems
...",not sure,
Campus Recruiter - Entry Level,2025-11-21,https://jobright.ai/jobs/info/6920aac0a49a885af9a3de26?utm_source=1100&utm_campaign=Human Resources,On Site,"Irving, TX",Total Quality Logistics,1001-5000,"Freight Service,Logistics",$45000-$55000 /yr,"1. Bachelor’s degree required
2. Ability to thrive in a metrics-driven environment
3. Highly motivated with a hall of fame work ethic
4. Strong problem-solving and strategic thinking skills
5. Excellent communication and interpersonal skills
...",no,
Grow Your Future at Mint CannabisTalent Acquisition Specialist,2025-11-21,https://jobright.ai/jobs/info/6920cacd3f782d2f1afcb931?utm_source=1100&utm_campaign=Human Resources,On Site,"Phoenix, AZ",Mint Cannabis,251-500,"Cannabis,Manufacturing",$24-$26 /hr,"1. At least 1 year of experience in staffing, recruiting, or talent acquisition
2. Strong communication skills — written, spoken, emailed, texted
3. A customer-first, vibe-focused mindset
4. Critical thinking and hustle
5. Ability to stay organized, juggle multiple reqs, and still keep a smile on your face
...",not sure,
Human Resource Specialist,2025-11-21,https://jobright.ai/jobs/info/6924b45cec574f4265bb5f8c?utm_source=1100&utm_campaign=Human Resources,On Site,"Sandy Hook, KY, US",Commonwealth of Kentucky,10000+,"Employment,Government",$38093.28-$38093.28 /yr,"1. Graduate of a college or university with a bachelor's degree.
2. One year of professional experience in personnel administration, business administration or management.
3. Strong communication skills.
4. Observation skills.
5. Leadership skills.
...",not sure,
Human Resources Specialist - Leave,2025-11-21,https://jobright.ai/jobs/info/6920fbe600c9ee50eaeca64e?utm_source=1100&utm_campaign=Human Resources,On Site,"Charlotte, NC",City of Charlotte,5001-10000,"Government,Non Profit",$23-$29 /hr,"1. High School Graduate or Equivalent with one (1) year of related experience
2. OR Associate’s Degree
3. Understanding of HR policies, employment law, and best practices related to employee leave administration.
4. Demonstrated experience managing end-to-end leave cases, including eligibility determinations, documentation review, compliance tracking, and employee/manager communication.
5. Ability to handle complex ADA interactive processes, coordinate medical leave accommodations, and address employee concerns or leave-related grievances with professionalism and accuracy
...",not sure,
Teller 30 hr. Edison Branch,2025-11-21,https://jobright.ai/jobs/info/6920a5e400c9ee50eaec6667?utm_source=1100&utm_campaign=Human Resources,On Site,"EDISON, NJ",Wells Fargo,10000+,"Banking,Financial Services",$22-$27.50 /hr,"1. 6+ months of interacting with customers experience, or equivalent demonstrated through one or a combination of the following: work experience, training, military experience, education",no,yes
Recruitment & Onboarding Coordinator (Sales),2025-11-21,https://jobright.ai/jobs/info/6920e124a49a885af9a403ed?utm_source=1100&utm_campaign=Human Resources,On Site,"Lowell, MI",All Weather Seal,11-50,"Home Improvement,Home Renovation",$40K-$61K /yr,"1. High sense of urgency and ownership
2. Strong organization and follow-through
3. Confident communication skills
4. Ability to work independently and handle multiple priorities at once
5. Resourceful, solutions-focused mindset",not sure,
HR Generalist,2025-11-21,https://jobright.ai/jobs/info/6920a34f3f782d2f1afc9ab2?utm_source=1100&utm_campaign=Human Resources,On Site,"Pea Ridge, Huntington, WV, US","Valley Health Systems, Inc.",251-500,"Health Care,Medical",$20-$25 /hr,"1. Bachelor’s in Human Resources, Business or Health Administration or equivalent experience is required.
2. Knowledge of federal/state employment laws (FLSA, FMLA, ADA, Title VII, etc.)
3. Strong communication and relationship-building skills
4. High confidentiality and professionalism
5. Ability to manage multiple priorities in a fast-paced environment
...",not sure,
Human Resources Coordinator,2025-11-21,https://jobright.ai/jobs/info/6904248fd64a22104aa976e7?utm_source=1100&utm_campaign=Human Resources,On Site,"Stateline, NV",Golden Nugget Las Vegas,501-1000,,$21-$23 /hr,"1. Thorough knowledge of all State and Federal employment laws and regulations.
2. Comfortable and effective when speaking in front of groups.
3. Strong organizational, administrative, proofreading and grammatical skills.
4. Strong verbal and written communication skills.
5. Self-motivated; organized.
...",not sure,
Campus Recruiter - Entry Level,2025-11-21,https://jobright.ai/jobs/info/6920d5dda49a885af9a3fcdc?utm_source=1100&utm_campaign=Human Resources,On Site,"Multi Location
Indianapolis, IN
Columbus, OH",Total Quality Logistics,1001-5000,"Freight Service,Logistics",$45000-$45000 /yr,"1. Bachelor’s degree required
2. Thrive in a metrics-driven environment
3. Highly motivated with a hall of fame work ethic
4. Strong problem-solving skills with ability to think strategically
5. Excellent communication and interpersonal skills
...",not sure,yes
"Bilingual Analyst, Case Management – Field – Must reside in North Miami Florida",2025-11-21,https://jobright.ai/jobs/info/6920993900c9ee50eaec5dfa?utm_source=1100&utm_campaign=Human Resources,Hybrid,"Multi Location
FL - Miramar
FL - Aventura
FL - Hialeah",CVS Health,10000+,"Health Care,Medical",$21.10-$36.78 /hr,"1. Bi-lingual in English and Spanish.
2. 1 + year of experience in behavioral health or a long-term care setting
3. Must reside in North Miami, Pembroke, Miramar, Aventura, Hialeah, or Flagler FL
4. Must possess reliable transportation and be willing and able to travel up to 50-75% of the time to meet members face to face in North Miami FL. Mileage is reimbursed per our company expense reimbursement policy
5. Bachelor's degree required, preferably in Social Work or related field required",not sure,
AmeriCorps Member Recruiter,2025-11-21,https://jobright.ai/jobs/info/69209c3ea49a885af9a3d4a7?utm_source=1100&utm_campaign=Human Resources,On Site,Miami-FTL Area,Goodwill Industries of South Florida,1001-5000,"Apparel,Laundry and Dry-cleaning",$25000-$25000 /yr,"1. Must be a United States citizen, a United States national, or a lawful permanent resident alien and at least 17 years of age at the start of the program.
2. Valid driver’s license.
3. Must have a high school diploma or its equivalent.
4. Has not enrolled more than four times in an AmeriCorps State or National Direct Program, or more than five one-year terms for VISTA programs or two terms for NCCC programs.
5. Strong desire to serve
...",no,
Employee/Labor Relations Analyst,2025-11-21,https://jobright.ai/jobs/info/68e86a71cc49a84b7e105f99?utm_source=1100&utm_campaign=Human Resources,On Site,"San Jose, CA",San José State University,1001-5000,Education,"$5,000-$5,500 /mon","1. Bachelor’s degree or completion of a professional training program specific to the position
2. Directly related work experience, or a combination of education and experience which demonstrates the ability to perform the essential functions of the position
3. Knowledge of human resources methods, procedures and practices used in a unionized environment
4. Basic knowledge of federal and state EE/EEO/AA laws
5. Demonstrated excellent customer service and public relations skills
...",no,
"Bilingual Analyst, Case Management – Field – Manatee County, Ruskin, Apollo Beach or Sun City FL",2025-11-21,https://jobright.ai/jobs/info/6920949ba49a885af9a3d02a?utm_source=1100&utm_campaign=Human Resources,Hybrid,"Multi Location
FL - Sun City Center
FL - Palmetto
FL - Apollo Beach
FL - Holmes Beach",CVS Health,10000+,"Health Care,Medical",$21.10-$36.78 /hr,"1. Bi-lingual in English & Spanish required
2. 1 + year of experience in behavioral health or a long-term care setting
3. Must reside in Manatee County Florida; Ruskin, Apollo Beach or Sun City
4. Willing and able to travel 50-75% of their time to meet members face to face in Tampa or surrounding areas
5. Bachelor's Degree required",not sure,
HR Generalist,2025-11-21,https://jobright.ai/jobs/info/6903d465ff462851fefef6a7?utm_source=1100&utm_campaign=Human Resources,On Site,"Royal Oak, MI","SBM Management Services, LP",5001-10000,"Consulting,Information Technology",$70K-$80K /yr,"1. Complete all safety and task training certifications
2. Bachelor’s degree in Business Management, or a related field from a four-year college or university with 1-3 years of experience; or equivalent combination of education and experience
3. Must have union experience and be open to travel",not sure,
AmeriCorps Workforce Specialist Team Lead,2025-11-21,https://jobright.ai/jobs/info/6920b2b400c9ee50eaec6efa?utm_source=1100&utm_campaign=Human Resources,On Site,Miami-FTL Area,Goodwill Industries of South Florida,1001-5000,"Apparel,Laundry and Dry-cleaning",$25000-$25000 /yr,"1. Must be a United States citizen, a United States national, or a lawful permanent resident alien and at least 17 years of age at the start of the program.
2. Valid driver’s license.
3. Must have a high school diploma or its equivalent.
4. Has not enrolled more than four times in an AmeriCorps State or National Direct Program, or more than five one-year terms for VISTA programs or two terms for NCCC programs.
5. Strong desire to serve
...",no,
Human Resources Administrator,2025-11-21,https://jobright.ai/jobs/info/6920b2d13f782d2f1afca63c?utm_source=1100&utm_campaign=Human Resources,On Site,"Littleton Common, MA",The Middlesex Corporation,501-1000,Real Estate,$22-$32 /hr,"1. Strong organizational and communication skills
2. Ability to maintain confidentiality and handle sensitive information
3. Must possess the ability to adapt to different personalities and management styles
4. Team player with good interpersonal skills
5. Self-starter with good verbal and written communication skills
...",not sure,
"Bilingual Analyst, Case Management – Field – Must reside in East Tampa Florida",2025-11-21,https://jobright.ai/jobs/info/69208e4700c9ee50eaec5563?utm_source=1100&utm_campaign=Human Resources,Hybrid,FL - Tampa,CVS Health,10000+,"Health Care,Medical",$21.10-$36.78 /hr,"1. Bi-lingual in English & Spanish required
2. Must reside in East Tampa FL (Applicable Zip Codes: 33617 or 33612)
3. Willing and able to travel 50-75% of their time to meet members face to face in Tampa or surrounding areas
4. 1 + year of experience in behavioral health or a long term care setting
5. Bachelor's Degree required. Degree in Social Work, Behavioral Health, or Human Services field of study preferred",not sure,
Call Center Talent Pool Req (Indiana),2025-11-21,https://jobright.ai/jobs/info/6920ac6d3f782d2f1afca03d?utm_source=1100&utm_campaign=Human Resources,On Site,"Indianapolis, IN",FreedomCare,11-50,"Fitness,Health Care",$19-$24 /hr,"1. The ability to manage a high-volume inbound and outbound queue.
2. Passion for providing a high level of customer service, including the ability to show empathy, active listening and patience.
3. Strong emotional intelligence, and be able to work well in a team.
4. Ability to resolve issues over the telephone with eager customers comfortably, defusing and de-escalating frustrated callers successfully.
5. Computer proficiency required; strong typing skills and ability to leverage technology and resolve customer issues efficiently while notetaking/multitasking.",not sure,
Call Center Talent Pool Req (Massachusetts),2025-11-21,https://jobright.ai/jobs/info/6920b1623f782d2f1afca4e1?utm_source=1100&utm_campaign=Human Resources,On Site,Connecticut,FreedomCare,11-50,"Fitness,Health Care",$20-$24 /hr,"1. The ability to manage a high-volume inbound and outbound queue.
2. Passion for providing a high level of customer service, including the ability to show empathy, active listening and patience.
3. Strong emotional intelligence, and be able to work well in a team.
4. Ability to resolve issues over the telephone with eager customers comfortably, defusing and de-escalating frustrated callers successfully.
5. Computer proficiency required; strong typing skills and ability to leverage technology and resolve customer issues efficiently while notetaking/multitasking.",not sure,
URBN Supply Chain Recruiting Admin,2025-11-21,https://jobright.ai/jobs/info/68dca458ddc10244dd678181?utm_source=1100&utm_campaign=Human Resources,On Site,"Raymore, MO","URBN (Urban Outfitters, Anthropologie Group, Free People & Nuuly)",10000+,"Apparel,Fashion",$21.50-$21.50 /hr,"1. At least 1 year of experience partnering with business leaders to support hiring needs
2. Highly self-motivated and adaptable to fast-paced, dynamic environments
3. Strategic thinker with strong problem-solving abilities
4. Travel as needed to other site locations",not sure,
"Bilingual Analyst, Case Management – Field – Manatee County, Ruskin, Apollo Beach or Sun City FL",2025-11-21,https://jobright.ai/jobs/info/6920b6cda49a885af9a3e55a?utm_source=1100&utm_campaign=Human Resources,Hybrid,"Apollo Beach, FL",CVS Health,10000+,"Health Care,Medical",$21-$36 /hr,"1. Bi-lingual in English & Spanish required
2. 1 + year of experience in behavioral health or a long-term care setting
3. Must reside in Manatee County Florida; Ruskin, Apollo Beach or Sun City
4. Willing and able to travel 50-75% of their time to meet members face to face in Tampa or surrounding areas
5. Bachelor's Degree required",not sure,
"Bilingual Analyst, Case Management – Field – Must reside in East Tampa Florida",2025-11-21,https://jobright.ai/jobs/info/6920b1e400c9ee50eaec6e49?utm_source=1100&utm_campaign=Human Resources,Hybrid,"Tampa, FL",CVS Health,10000+,"Health Care,Medical",$21-$36 /hr,"1. Bi-lingual in English & Spanish required
2. Must reside in East Tampa FL (Applicable Zip Codes: 33617 or 33612)
3. Willing and able to travel 50-75% of their time to meet members face to face in Tampa or surrounding areas
4. 1 + year of experience in behavioral health or a long term care setting
5. Bachelor's Degree required",not sure,
"Bilingual Analyst, Case Management – Field – Must reside in North Miami Florida",2025-11-21,https://jobright.ai/jobs/info/6920bf7800c9ee50eaec77a7?utm_source=1100&utm_campaign=Human Resources,Hybrid,"Miami, FL",CVS Health,10000+,"Health Care,Medical",$21-$36 /hr,"1. Bi-lingual in English and Spanish.
2. 1 + year of experience in behavioral health or a long-term care setting
3. Must reside in North Miami, Pembroke, Miramar, Aventura, Hialeah, or Flagler FL
4. Must possess reliable transportation and be willing and able to travel up to 50-75% of the time to meet members face to face in North Miami FL. Mileage is reimbursed per our company expense reimbursement policy
5. Bachelor's degree required, preferably in Social Work or related field required",not sure,
HR Transaction Specialist I (Temp),2025-11-21,https://jobright.ai/jobs/info/69166dd66f36db06ef056589?utm_source=1100&utm_campaign=Human Resources,Hybrid,Atlanta Metro,Georgia State University,10000+,,$17.50-$17.50 /hr,1. Associate's degree and one year of related experience; or a combination of education and related experience.,not sure,
ABA Schedule Coordinator,2025-11-21,https://jobright.ai/jobs/info/6920a6d63f782d2f1afc9cc0?utm_source=1100&utm_campaign=Human Resources,On Site,"Flint, MI",Avid-ABA,51-100,"Consulting,Health Care",$20-$25 /hr,"1. Valid State of Michigan’s Driver’s License and current auto insurance
2. high school diploma or equivalent
3. familiarity with the Google Suite
4. Minimum of one year of experience in customer service, preferably in an office setting which includes answering multi-line telephones.",not sure,
Recruiting Coordinator | Recruiting,2025-11-21,https://jobright.ai/jobs/info/690411ead64a22104aa9696e?utm_source=1100&utm_campaign=Human Resources,Hybrid,"Charlotte, NC",Red Ventures,1001-5000,"Content,Digital Media",$24-$28 /hr,"1. Previous experience in roles that require attention to detail, timeliness, organizational skills, and external communication
2. Excellent written, verbal, and interpersonal communication skills
3. Ability to manage multiple projects and shifting priorities simultaneously
4. Ability to operate autonomously and use your resources to creatively solve problems
5. Scrappy, tenacious, and self-motivated
...",not sure,
"Administrative Specialist, Talent Acquisition",2025-11-21,https://jobright.ai/jobs/info/690425cbd64a22104aa977f1?utm_source=1100&utm_campaign=Human Resources,On Site,"Fort Worth, TX",DSV - Global Transport and Logistics,10000+,"Freight Service,Insurance",$24-$29 /hr,"1. Strong organizational and administrative skills with excellent attention to detail.
2. Ability to handle multiple priorities and meet deadlines in a fast-paced environment.
3. Excellent written and verbal communication skills.
4. Strong analytical and reporting abilities.
5. High level of professionalism, discretion, and confidentiality.
...",not sure,
HR and Accounting Coordinator,2025-11-21,https://jobright.ai/jobs/info/6920a189a49a885af9a3d7d7?utm_source=1100&utm_campaign=Human Resources,On Site,"Weston, WI",Denyon Homes,11-50,,$24-$28 /hr,,not sure,
Human Resources Specialist - Leave,2025-11-21,https://jobright.ai/jobs/info/692077ec00c9ee50eaec4137?utm_source=1100&utm_campaign=Human Resources,On Site,CMPD HQ,Charlotte Area Transit System,251-500,,$23.84-$29.81 /hr,"1. High School Graduate or Equivalent with one (1) year of related experience
2. OR Associate’s Degree
3. Understanding of HR policies, employment law, and best practices related to employee leave administration.
4. Demonstrated experience managing end-to-end leave cases, including eligibility determinations, documentation review, compliance tracking, and employee/manager communication.
5. Ability to handle complex ADA interactive processes, coordinate medical leave accommodations, and address employee concerns or leave-related grievances with professionalism and accuracy
...",not sure,
Recruiting Coordinator,2025-11-21,https://jobright.ai/jobs/info/6920c23400c9ee50eaec79fb?utm_source=1100&utm_campaign=Human Resources,On Site,"Lakewood, CO",Always Best Care Denver,,,$22-$26 /hr,"1. Recruiting, customer service, scheduling, sales, or operations experience
2. Strong communication and people skills
3. Highly organized with strong attention to detail
4. Tech/computer proficiency (Outlook, Excel, Teams)
5. Ability to work in a fast-paced, high-accountability environment
...",not sure,
Automotive Entry Level Payroll Coordinator,2025-11-21,https://jobright.ai/jobs/info/69209b61a49a885af9a3d408?utm_source=1100&utm_campaign=Human Resources,On Site,"Fairfax, VA",Sheehy Auto Stores,501-1000,"E-Commerce,Transportation",$17-$19 /hr,"1. High School Diploma
2. Must be able to handle personnel sensitive information in a confidential manner
3. Excellent communication and interpersonal skills.
4. Strong organizational and time management skills.
5. Must be authorized to work in the USA
...",not sure,
Call Center Talent Pool Req (Georgia),2025-11-21,https://jobright.ai/jobs/info/6920963e3f782d2f1afc92c0?utm_source=1100&utm_campaign=Human Resources,On Site,"Douglasville, GA",FreedomCare,11-50,"Fitness,Health Care",$19-$24 /hr,"1. The ability to manage a high-volume inbound and outbound queue.
2. Passion for providing a high level of customer service, including the ability to show empathy, active listening and patience.
3. Strong emotional intelligence, and be able to work well in a team.
4. Ability to resolve issues over the telephone with eager customers comfortably, defusing and de-escalating frustrated callers successfully.
5. Computer proficiency required; strong typing skills and ability to leverage technology and resolve customer issues efficiently while notetaking/multitasking.",not sure,
Call Center Talent Pool Req (Connecticut),2025-11-21,https://jobright.ai/jobs/info/6920a1c4a49a885af9a3d801?utm_source=1100&utm_campaign=Human Resources,On Site,Connecticut,FreedomCare,11-50,"Fitness,Health Care",$20-$24 /hr,"1. The ability to manage a high-volume inbound and outbound queue.
2. Passion for providing a high level of customer service, including the ability to show empathy, active listening and patience.
3. Strong emotional intelligence, and be able to work well in a team.
4. Ability to resolve issues over the telephone with eager customers comfortably, defusing and de-escalating frustrated callers successfully.
5. Computer proficiency required; strong typing skills and ability to leverage technology and resolve customer issues efficiently while notetaking/multitasking.",not sure,
QMHA Med Tech (NOC Shift) - Mental Health 209,2025-11-21,https://jobright.ai/jobs/info/68e8898acc49a84b7e1074a8?utm_source=1100&utm_campaign=Human Resources,On Site,"Portland, OR",Telecare Corporation,,,$20-$24 /hr,"1. High school diploma or G.E.D and three (3) years of experience in a psychiatric mental health setting or BA/BS with one (1) year experience in mental health setting
2. Must be credentialed as a QMHA in the state of Oregon
3. Must have completed approved training and pass competency test, outside candidates must complete within 30 days of hire
4. Must be at least 18 years of age
5. Must be CPR, First Aid, and CPI certified (hands-on course) on date of employment or prior to providing direct client care and maintain current certification throughout employment
...",not sure,
Recruiter,2025-11-21,https://jobright.ai/jobs/info/68d1b84417554c2d9eedefe8?utm_source=1100&utm_campaign=Human Resources,Hybrid,"Multi Location
Overland Park, KS
Chesterfield, MO","Capstone Financial, LLC",101-250,"Asset Management,Finance",$45000-$45000 /yr,"1. Strong communication and relationship-building skills—you naturally enjoy connecting with people and representing a brand.
2. Independent, organized and detail-oriented with the ability to manage multiple recruiting efforts at once.
3. Entrepreneurial mindset with a preference for recruiting sales roles.
4. Self-motivated and resourceful—you take initiative and follow through.
5. Comfortable using recruiting tools, job boards, and basic computer programs (Microsoft Office or Google Workspace).
...",not sure,
"Associate Manager, Workplace Experience",2025-11-21,https://jobright.ai/jobs/info/691d78bc0b7dff7341503d50?utm_source=1100&utm_campaign=Human Resources,On Site,"Los Angeles, CA",COPE Health Solutions,51-100,"Consulting,Health Care",$70K-$79K /yr,"1. Bachelor's degree
2. Minimum of 1-3 years of experience as an office manager
3. Punctual, reliable, proactive, and quality-driven
4. Exceptional organizational skills
5. Ability to effectively multi-task and manage constantly shifting priorities
...",not sure,
Payroll Associate,2025-11-21,https://jobright.ai/jobs/info/6903b8f3d64a22104aa9219a?utm_source=1100&utm_campaign=Human Resources,On Site,"Los Angeles, CA",Convive Brands,51-100,,$65000-$75000 /yr,"1. 1–3 years of experience in payroll processing
2. Work experience in Accounting, Human Resources, or a related field
3. Basic understanding of payroll laws and tax regulations
4. High level of accuracy and attention to detail
5. Experience using payroll software and proficiency in Microsoft Excel. Workday experience is a plus.
...",not sure,
Training Coordinator,2025-11-21,https://jobright.ai/jobs/info/69041f2e63502c0aded708fd?utm_source=1100&utm_campaign=Human Resources,On Site,"Waukesha, WI","Blain's Farm & Fleet (Blain Supply, Inc.)",5001-10000,Retail,$17.50-$17.50 /hr,"1. Great communication skills
2. Able to work evenings when needed and at least every other weekend
3. Able to pass a background check",not sure,
