Position Title,Date,Apply,Work Model,Location,Company,Company Size,Company Industry,Salary,Qualifications,H1b Sponsored,Is New Grad
ACADEMIC TRAINEE (AT9) - Department of Finance,2025-11-21,https://jobright.ai/jobs/info/69207488a49a885af9a3b484?utm_source=1100&utm_campaign=Education and Training,On Site,"Campus, IL",International Islamic University Malaysia (IIUM),1001-5000,,RM2700-RM2700 /mon,"1. Bachelor's degree in a discipline related to Corporate Finance or Company Valuation or Financial Derivatives or International Finance from a well-recognised institution.
2. Master’s degree in a discipline related to Corporate Finance or Company Valuation or Financial Derivatives or International Finance from a well-recognised institution.
3. Professionalism, self-motivation, and commitment to completing the PhD within a designated timeframe.
4. Demonstrated potential for academic and research excellence.
5. Ability to work well in an academic environment, including collaboration with colleagues and contributing to the institution’s academic goals.
...",no,
Temporary Office Specialist,2025-11-21,https://jobright.ai/jobs/info/69203d8200c9ee50eaec08d1?utm_source=1100&utm_campaign=Education and Training,On Site,"Lincoln, NE",State of Nebraska,,,$17.254-$17.254 /hr,"1. Coursework/training in administrative/office support functions, procedures, and methods including the operation of personal computers and office equipment; or areas related to the programs and functions of the employing agency.
2. Experience in customer service or public contact; or applying criteria/regulations; and/or performing administrative/office/secretarial support work including use of personal computers and office equipment.
3. Valid driver's license is required.
4. Willingness to be flexible and adapt to the needs of the program and participants.
5. Knowledge of the principles and practices of record keeping.
...",not sure,
GRADER I (TEMP),2025-11-21,https://jobright.ai/jobs/info/6922bdb738cd5478a8d54f12?utm_source=1100&utm_campaign=Education and Training,On Site,"Ann Arbor, MI",University of Michigan-Flint School of Management,11-50,,$17-$19 /hr,"1. Bachelor degree required
2. Demonstrated interpersonal skills with superior ability to communicate effectively (both orally and in writing) are required
3. Proven attention to details
4. Adaptable
5. Strong organizational skills are required",not sure,
Physical Management Assistant Pool ($16.41 hourly),2025-11-21,https://jobright.ai/jobs/info/6920608a00c9ee50eaec290c?utm_source=1100&utm_campaign=Education and Training,On Site,"Multi Location
Hurlock, MD
Secretary, MD",Dorchester County Public Schools,501-1000,,$16.41-$16.41 /hr,"1. High school diploma or GED
2. Ability to demonstrate a high degree of understanding and acceptance of all children and interest in the education of students with special needs
3. Ability to follow instructions
4. Ability to accept supervision
5. Ability to communicate effectively
...",not sure,
Training Coordinator,2025-11-21,https://jobright.ai/jobs/info/69202baa3f782d2f1afc3627?utm_source=1100&utm_campaign=Education and Training,On Site,"Liberty, SC","Dielectric Laboratories, Inc.",11-50,,$50K-$58K /yr,"1. Strong written and oral communication skills
2. Knowledge of Microsoft Word, Excel, Outlook and PowerPoint
3. Good attendance record
4. Must be able to sit for long periods of time
5. Must be a good problem solver",no,
Group Exercise Program Coordinator,2025-11-21,https://jobright.ai/jobs/info/691d107dbcdbf3560c9ecdf8?utm_source=1100&utm_campaign=Education and Training,On Site,"Alexandria, VA",HealthFitness,1001-5000,,$18-$23 /hr,"1. Associates Degree or higher in Exercise Science, Health Promotion, Kinesiology or related discipline and 1+ years related experience or equivalent combination of education, certifications, and experience.
2. Industry recognized Group Exercise certification from ACE, AFAA/NASM, ACSM, NCCPT or NETA required.
3. Current Adult CPR/AED/First Aid certifications from American Heart Association, American Red Cross, National Safety Institute, or American Safety & Health Institute required by start date. (Note: certification must have an in-person component and not 100% online/OSHA compliant).
4. Demonstrated experience in leading, coordinating and delivering effective programs including budgeting, marketing, and promotions.
5. Ability to effectively organize and prioritize work demands.
...",not sure,
Psychologist - Behavioral Health,2025-11-21,https://jobright.ai/jobs/info/6920281fa49a885af9a37146?utm_source=1100&utm_campaign=Education and Training,On Site,"Denver, CO",Denver Health,10000+,"Health Care,Hospital",$112K-$134K /yr,"1. Doctorate Degree in psychology from an accredited school
2. 1-3 years One year of postdoctoral experience
3. PSY-Licensed Psychologist - State Board of Psychologist Examiners
4. BLS-Basic Life Support (BLS/CPR) - AHA - American Heart Association
5. Advanced knowledge and skills in effective psychological practice in primary care medical settings, including evidence-based, brief therapy modalities, crisis intervention, and risk assessment.
...",not sure,
(USA) Coach/Ops Mgr Trainee,2025-11-21,https://jobright.ai/jobs/info/69204f4300c9ee50eaec14f1?utm_source=1100&utm_campaign=Education and Training,On Site,"Multi Location
Demopolis, AL
Newberry, SC
Caldwell, ID",Walmart,10000+,"E-Commerce,Grocery",$31-$38 /hr,"1. 2 years’ of college; OR 1 year’s retail experience and 1 year’s supervisory experience; OR 2 years’ general work experience and 1 year’s supervisory experience.
2. For facilities that sell firearms, I acknowledge that the position for which I am applying will require successful completion of a firearms-specific Criminal Background Check (CBC) and Firearms Authorized Training.
3. For facilities that sell only ammunition and have state specific requirements, I acknowledge that the position for which I am applying may require a current state issued Certificate of Eligibility.
4. Associates will be required to attend and successfully complete all job-required trainings and assessments (for example, Academy trainings, Open Door trainings, etc.)",not sure,
Clinical Research Associate II - Smidt Heart Institute (Dr. Makkar),2025-11-21,https://jobright.ai/jobs/info/6922d101c0cefa13343d9696?utm_source=1100&utm_campaign=Education and Training,On Site,"Los Angeles, CA",Cedars-Sinai,10000+,"Communities,Health Care",$21-$36 /hr,"1. Highschool diploma required
2. 1 year clinical research related experience required
3. Able to perform moderate lifting.
4. Able to sit, stand and walk for prolonged periods of time.
5. Able to read papers and online documents.
...",not sure,
Activities Assistant ~ Senior Living Community ~ Portland ~ FT,2025-11-21,https://jobright.ai/jobs/info/691f26443f782d2f1afb8b6e?utm_source=1100&utm_campaign=Education and Training,On Site,"Happy Valley, OR",MorningStar Senior Living,1001-5000,"Elder Care,Health Care",$21-$23 /hr,"1. Demonstration of our Core Values: Love, Kindness, Honesty, Goodness, Fairness, Respect.
2. Education: Minimum high school diploma or GED.
3. Job Knowledge: Awareness of special needs and dimensions of wellness for older adults; techniques and skills to engage residents with different interests and abilities.
4. Sensitivity to residents' feelings and well-being; ability to initiate and lead crafts, games, discussions and other activities; and to find and implement resources for LE activity programs.
5. Computer skills adapt to new technology.
...",not sure,yes
WNY Market Financial Aid Advisor,2025-11-20,https://jobright.ai/jobs/info/69201a3d09cc522e877481ad?utm_source=1100&utm_campaign=Education and Training,On Site,"Orchard Park, NY",Bryant & Stratton College,1001-5000,"EdTech,Higher Education",$45K-$47K /yr,"1. Associates Degree required
2. Excellent customer service skills
3. Ability to work with a diverse group in a fast-paced environment
4. Strong computer skills required in Microsoft Word and Excel
5. A combination of day, evening and weekend hours are required",not sure,
Clinical Research Coordinator I - Surgery Chair,2025-11-20,https://jobright.ai/jobs/info/692032dca49a885af9a376ac?utm_source=1100&utm_campaign=Education and Training,On Site,"Los Angeles, CA",Cedars-Sinai,10000+,"Communities,Health Care",$23-$39 /hr,"1. High School Diploma/GED
2. One (1) year of clinical research related experience",not sure,
Clinical Research Coordinator I (Dr Jimenez Shahed's Lab) - Neurology,2025-11-20,https://jobright.ai/jobs/info/6914988d6f36db06ef047e4d?utm_source=1100&utm_campaign=Education and Training,On Site,"New York, NY",Mount Sinai Health System,10000+,"Health Care,Hospital",$59K-$74K /yr,"1. Bachelors or Masters degree in Science or closely related field.
2. No experience required.",not sure,yes
Financial Aid Advisor,2025-11-20,https://jobright.ai/jobs/info/69202773a49a885af9a37104?utm_source=1100&utm_campaign=Education and Training,On Site,"Orchard Park, NY",Bryant & Stratton College,1001-5000,"EdTech,Higher Education",$20-$46 /hr,"1. Bachelor’s degree required and must not be in default of a federal student loan.
2. Internet Savvy with multiple browsers.
3. Familiar with Microsoft Office products.
4. Ability to work some overtime.",not sure,
Engineering Teacher - Primary School (Temporary),2025-11-20,https://jobright.ai/jobs/info/6920047e3f782d2f1afc232c?utm_source=1100&utm_campaign=Education and Training,On Site,"Brooklyn, NY",The Rhoades School,11-50,,$72000-$72000 /yr,"1. Has deep knowledge of and passion for the subject taught.
2. Able to differentiate instruction and engage students in rigorous content.
3. Able to create a positive classroom community and build relationships with students.
4. Has strong verbal and written communication skills with students, colleagues, and parents.
5. Open to feedback and continuous growth.
...",not sure,
"Mastery Teaching Residency - Philadelphia, PA - SY 2026-27",2025-11-20,https://jobright.ai/jobs/info/692004123f782d2f1afc22ea?utm_source=1100&utm_campaign=Education and Training,On Site,"Philadelphia, PA",Mastery Schools,51-100,"Education,Higher Education","$48,200-$48,200 /yr","1. Bachelor’s degree required with a record of personal, professional, and/or academic achievement
2. Minimum undergraduate GPA of 3.0 (Please reach out if your undergraduate GPA is below a 3.0)
3. If currently in school, expected Bachelor’s degree by June 2025
4. Official copy of transcript is required for application to Relay Graduate School of Education or American University
5. A strong sense of professional responsibility; genuine interest, belief, and care for students’ personal and academic success
...",not sure,
"Mastery Teaching Residency - Camden, NJ - SY 2026-27",2025-11-20,https://jobright.ai/jobs/info/6920032d3f782d2f1afc227b?utm_source=1100&utm_campaign=Education and Training,On Site,"Camden, NJ",Mastery Schools,51-100,"Education,Higher Education","$48,200-$48,200 /yr","1. Bachelor’s degree required with a record of personal, professional, and/or academic achievement
2. Minimum undergraduate GPA of 3.0 (Please reach out if your undergraduate GPA is below a 3.0)
3. If currently in school, expected Bachelor’s degree by June 2026
4. Official copy of transcript is required for application to Relay Graduate School of Education or American University
5. A strong sense of professional responsibility; genuine interest, belief, and care for students’ personal and academic success
...",not sure,
Board Substitute Teacher - Grade 4 (25-26),2025-11-20,https://jobright.ai/jobs/info/692023753f782d2f1afc32b8?utm_source=1100&utm_campaign=Education and Training,On Site,"Henrico, VA",Henrico County Public Schools,5001-10000,Women's,$263.96-$263.96 /d,"1. Bachelor's Degree with an emphasis on Education
2. VA Teaching license preferred
3. Bachelor's Degree is required",not sure,
Occupational Therapist I (2025-0243),2025-11-20,https://jobright.ai/jobs/info/691ff05ba49a885af9a3589c?utm_source=1100&utm_campaign=Education and Training,On Site,"Calgary, AB",Carewest Innovative Health Care,1001-5000,"Health Care,Hospital",$38.90-$51.80 /hr,"1. Graduation from a recognized Masters or Degree program in Occupational Therapy
2. Registration with the Alberta College of Occupational Therapists (ACOT)
3. Eligible for membership in CAOT",not sure,
Wealth and Financial Education Coordinator,2025-11-20,https://jobright.ai/jobs/info/691fe86a3f782d2f1afc15ca?utm_source=1100&utm_campaign=Education and Training,On Site,"Madison, WI",Wealthspire,251-500,Financial Services,$70K-$78K /yr,"1. Support the design and implementation of a multi-pillar client wellness program
2. Provide ongoing oversight and coordination of wellness initiatives
3. Define program goals, establish metrics, and prepare reports to measure success and engagement
4. Collaborate with internal teams and external vendors to deliver high-quality wellness resources and events
5. Ensure adherence to organizational policies and industry best practices
...",not sure,
1:1 Licensed Practical Nurse (LPN),2025-11-20,https://jobright.ai/jobs/info/690e3b03d046ab6061cfb74e?utm_source=1100&utm_campaign=Education and Training,On Site,"Multi Location
Paramus, NJ 07652 | 40.947171645 | -74.067691785
Paterson, NJ 07504 | 40.912598978 | -74.144764849
Secaucus, NJ 07094 | 40.786827315 | -74.065834688",BAYADA Home Health Care,10000+,"Health Care,Medical",$30-$35 /hr,"1. Graduation from an accredited and approved nursing program, as indicated by school transcript or diploma
2. A current nursing license in good standing in the state",not sure,
Behavior Technician - Midday Hours,2025-11-20,https://jobright.ai/jobs/info/68f72db8ec6dbe7073fb5cce?utm_source=1100&utm_campaign=Education and Training,On Site,"California, United States",ABS Kids,1001-5000,"Child Care,Children",$19-$24 /hr,"1. Current certification as a Registered Behavior Technician (RBT) or ability to obtain within 45 days of hire
2. Lots of energy, playful, creative, able to think on your feet
3. Dependable - someone your client and their family can count on
4. Ability to constantly get up and down off floor, move quickly
5. Tech savviness - comfortable learning our data collection software and using Microsoft Office 365 (Excel, Outlook, Teams)
...",not sure,
Professional Dance Performer and Dance Instructor we will train you,2025-11-20,https://jobright.ai/jobs/info/691ff83e09cc522e877470a6?utm_source=1100&utm_campaign=Education and Training,Hybrid,"Clarkston, MI",Fred Astaire Dance Studio,251-500,Education,$50000-$60000 /yr,"1. Willing to learn the art of ballroom dance
2. Ability to create a career around performing and teaching dance
3. Dance experience is helpful
4. High energy, customer-focused instructor
5. Ability to conduct private and group dance classes
...",not sure,
"Department Analyst, IBM & MHR",2025-11-20,https://jobright.ai/jobs/info/691fcee0a49a885af9a344af?utm_source=1100&utm_campaign=Education and Training,On Site,"Pomona, CA",California State Polytechnic University-Pomona,,,$4799-$6992 /mon,"1. Bachelor's degree AND/OR the equivalent training and administrative work experience involving study, analysis, and/or evaluation leading to the development or improvement of administrative policies, procedures, practices, or programs.
2. Working knowledge of general practices, program, and/or administrative specialty; basic knowledge of and ability to apply fundamental concepts; working knowledge of budget policies and procedures; ability to learn, interpret, and apply a wide variety of policies and procedures relating to and impacting the applicable program, organizational unit, and/or administrative specialty; knowledge of basic methods and procedures for research and statistical analysis and the ability to apply them.
3. Ability to analyze data and make accurate projections using business mathematics and basic statistical techniques.
4. Ability to organize and plan work and projects including handling multiple priorities.
5. Ability to make independent decisions and exercise sound judgment.
...",no,
"Program Coordinator, Geotechnical Center for Excellence",2025-11-20,https://jobright.ai/jobs/info/692273ba38cd5478a8d53a7b?utm_source=1100&utm_campaign=Education and Training,On Site,"Tucson, AZ",University of Arizona,10000+,"Education,Higher Education",$25-$31 /hr,"1. Bachelor's degree or equivalent advanced learning attained through experience required.
2. 1 year of relevant work experience.
3. Strong organizational and time management skills with the ability to balance multiple tasks.
4. Excellent written and verbal communication skills for interacting with diverse stakeholders.
5. Skill in Microsoft Office Suite and comfort with enrollment/registration platforms (e.g., D2L, CRM systems).
...",not sure,
"Administrative Associate, Department of Human Development and Family Sciences, School of Human Ecology",2025-11-20,https://jobright.ai/jobs/info/691fec0f09cc522e87746a8f?utm_source=1100&utm_campaign=Education and Training,On Site,"Austin, TX",The University of Texas at Austin,501-1000,"Corporate Training,Education",$48000 /yr,"1. High School degree and 5 years of relevant office experience or bachelor’s degree and 1 year of experience in a related field. Relevant education and experience may be substituted as appropriate.
2. Demonstrated career progression with increasing responsibility
3. Strong interpersonal and verbal/written communication skills
4. Highly collaborative, team-focused mindset
5. Demonstrated ability to prioritize tasks and independently solve problems
...",not sure,
"Programming Coordinator/Activities, Memory Care - Part Time",2025-11-20,https://jobright.ai/jobs/info/691fc92ba49a885af9a34158?utm_source=1100&utm_campaign=Education and Training,On Site,"5901 West 107th Street, Overland Park, KS, United States","Spectrum Retirement Communities, LLC.",1001-5000,Real Estate,$17-$17 /hr,"1. A big smile, eagerness to learn, open mind, and desire to create a wonderful lifestyle for our residents
2. Must be proficient in the use of Internet resources and demonstrate an understanding and use of current technology
3. Must have a valid driver’s license and clean MVR
4. Must be at least 21 years of age with 3 years of driving experience",not sure,
Kanuri Operational Language Analyst (OLA) - Native,2025-11-20,https://jobright.ai/jobs/info/691fc5aa09cc522e877454ed?utm_source=1100&utm_campaign=Education and Training,On Site,"Fort Meade, MD",CTC Group,,,"$80,000-$190,000 /yr","1. Active TS/SCI with polygraph security clearance
2. One (1) year experience typing on an English keyboard
3. Native Capability is defined for the purpose of this labor category as having learned the language since birth; and having been formally educated in, and via, the language for a minimum of ten (10) years, in a country where the language is an official, national or commonly spoken language. Exception: In the case of a language/dialect that is not an official or national language and formal public education is not conducted in the language/dialect, Native Capability is defined as having learned and used the language/dialect since birth; and having used the language for at least fifteen (15) years in a region where the language/dialect is commonly used among a historically rooted population of resident speakers who employ the language/dialect in social, cultural, employment, economic, or other public sphere interactions beyond immediate family/household use.
4. High School Diploma, General Equivalency Diploma (GED), or equivalent.
5. Interagency Language Roundtable (ILR) Skill Level 2 in Audio Translation Performance and/or Translation Performance from the required language(s) into standard American English. Scores from the MPO Civilian Language Test of Record, valid at time of resume submission, may be used as acceptable validation for text translation and audio translation skill level(s). ILR skill level validation shall be documented within two (2) years prior to resume submission.
...",no,
Intro to AI Instructor - Atlanta,2025-11-20,https://jobright.ai/jobs/info/691fc48409cc522e87745407?utm_source=1100&utm_campaign=Education and Training,Hybrid,"Atlanta, GA",America On Tech,101-250,,"$1-$3,500 /yr","1. A Bachelor's or Master's degree in Computer Science, Data Science, AI, Education, or a related field.
2. Working knowledge of Artificial Intelligence concepts, including: Machine Learning (ML) & Deep Learning (DL), Large Language Models (LLMs), Data Science, Algorithmic bias, AI ethics, AI Literacy, Prompt Engineering.
3. Experience with AI tools such as: Teachable Machine, Google Colab, Poe (AI chatbot builder), Large Language Models (ChatGPT, Gemini, Claude).
4. Familiarity with AI model development and applications in industry settings.
5. Awareness of emerging AI trends and real-world applications.
...",not sure,
Research Study Assistant,2025-11-20,https://jobright.ai/jobs/info/691fc36ca49a885af9a33d4b?utm_source=1100&utm_campaign=Education and Training,Hybrid,"Evanston, IL",Northwestern University,10000+,"EdTech,Education",$17-$19 /hr,"1. Successful completion of a full 4-year course of study in an accredited college or university leading to a bachelor's or higher degree in a major such as social or health science or related; OR appropriate combination of education and experience.
2. Must complete NU's IRB CITI training before interacting with any participants & must re-certify every 3 years.
3. Good interpersonal communications skills
4. Conscientious
5. Comfort using computer software",not sure,
Assistant Property Readiness Coordinator (Entry Level),2025-11-20,https://jobright.ai/jobs/info/691fe9733f782d2f1afc167c?utm_source=1100&utm_campaign=Education and Training,On Site,"Alexandria, VA",Real Property Management Metro Boston,1-10,,$18-$25 /hr,"1. High school diploma or equivalent required
2. Valid driver’s license and reliable transportation for on-site visits
3. Ability to pass background checks in accordance with local regulations",not sure,
Degree Audit Analyst,2025-11-20,https://jobright.ai/jobs/info/691fbe373f782d2f1afbfc04?utm_source=1100&utm_campaign=Education and Training,On Site,"Blacksburg, VA",Virginia Tech,5001-10000,"Education,Higher Education",$46000-$47000 /yr,"1. Bachelor’s degree or equivalent combination of education and experience
2. Strong technical skills, including the ability to interpret data from multiple sources
3. Ability to show high accuracy and attention to detail when working with complex requirements
4. Capable of managing multiple priorities and meeting deadlines
5. Ability to troubleshoot issues logically and create/follow thorough documentation",no,
"Reposted: FY26: Dual Enrollment Program Assistant, Bethesda-Chevy Chase HS, 4hrs/10mos (ad closes 11/27/25)",2025-11-20,https://jobright.ai/jobs/info/691fda2a3f782d2f1afc0d63?utm_source=1100&utm_campaign=Education and Training,On Site,"Bethesda, MD",Montgomery County Public Schools,10000+,Education,$20-$38 /hr,"1. High School or GED diploma required.
2. Completion of one year (30 semester-hours) of higher education study required.
3. One year’s experience working with students in structured situations required.
4. Ability to access college information from the internet.
5. Ability to communicate courteously, effectively and efficiently with college staff, parents, and students.
...",not sure,
In-Home Therapy Clinician - Marshfield Territory,2025-11-20,https://jobright.ai/jobs/info/68f2faec76a51a4307bc99ac?utm_source=1100&utm_campaign=Education and Training,On Site,"Marshfield, MA",Aspire Health Alliance,501-1000,Health Care,"$65,000-$94,993.60 /yr","1. Master’s or Doctorate in Social Work, Mental Health Counseling, Psychology, or related field - must be license eligible
2. Valid MA Driver’s License and access to a reliable vehicle with a good driving record
3. At least 1 year of experience working with children, adolescents, and families in a therapeutic setting
4. Strong communication skills & emotional intelligence
5. Ability to make clinical judgments and work independently
...",not sure,
Research Assistant Gordon Lab,2025-11-20,https://jobright.ai/jobs/info/692111ada49a885af9a42942?utm_source=1100&utm_campaign=Education and Training,On Site,"North Carolina, United States",The University of North Carolina at Chapel Hill,501-1000,"Education,Higher Education",$17-$20 /hr,"1. Experience with C. elegans
2. Experience with live imaging",not sure,
Research Study Coordinator,2025-11-20,https://jobright.ai/jobs/info/6921142c3f782d2f1afcf01f?utm_source=1100&utm_campaign=Education and Training,On Site,"North Carolina, United States",The University of North Carolina at Chapel Hill,501-1000,"Education,Higher Education",$20-$20 /hr,"1. Experience in a clinical research environment
2. Ability to observe, monitor, collect, and record data with attention to accuracy, validity, and integrity
3. Strong communication and organizational skills
4. Comfort working directly with pediatric participants and their families",not sure,
"Research Assistant, HPPTS",2025-11-20,https://jobright.ai/jobs/info/69210f0900c9ee50eaecb37a?utm_source=1100&utm_campaign=Education and Training,On Site,"North Carolina, United States",The University of North Carolina at Chapel Hill,501-1000,"Education,Higher Education",$22.95-$22.95 /hr,"1. Demonstrated possession of the competencies necessary to perform the work.
2. Previous experience working in a research lab.",not sure,
IPS Employment Specialist,2025-11-20,https://jobright.ai/jobs/info/6920059ba49a885af9a36110?utm_source=1100&utm_campaign=Education and Training,On Site,"Brooklyn, NY",Services for the UnderServed,1001-5000,"Health Care,Homeless Shelter",$50K-$55K /yr,"1. Must be at least 18 years of age
2. People with a lived experience of mental illness are encouraged to apply
3. Bachelors Degree in Human Service field (ie: psychology, social work) or related field (ie: human resources)
4. Initial & on-going training in vocational services
5. Initial & on-going training in benefits and financial management in relation to barriers to goals
...",not sure,yes
Migrant Education Data Specialist,2025-11-20,https://jobright.ai/jobs/info/69210c673f782d2f1afce8df?utm_source=1100&utm_campaign=Education and Training,On Site,"Dodge City, KS",Dodge City Public Schools/USD 443,101-250,,$18-$30 /hr,"1. High School Diploma or equivalent required.
2. Experience regarding functions, resources, and materials related to the position.
3. Experience of computer operations and applications, including word processing, spreadsheets, databases and comprehensive information management systems.
4. Information management and technical skills to effectively use technology resources.
5. Strong oral and written communication skills in Spanish and English.
...",not sure,
2025-2026 Media Center Assistant,2025-11-20,https://jobright.ai/jobs/info/692102ae3f782d2f1afce424?utm_source=1100&utm_campaign=Education and Training,On Site,"Oklahoma City, OK",Oklahoma City Public Schools,,Education,$110-$110 /d,"1. High School Diploma or GED required plus one of the following: Hold an Associate’s Degree or higher; Completed at least two years (48 credit hours) of college study; Passed the OGET test; Pass the Education Testing Service Parapro Assessment Test (passing score is 455) or the Workkeys Assessment (Passing score is 4 or better on all three parts).
2. Basic communication skills to exchange information, give/receive simple instructions and respond to inquiries; filling out forms; knowledge of grammatical structure, vocabulary for preparing correspondence from rough draft or proofing of completed material; communicates in clear, grammatically correct English.
3. Ability to learn, then share with students and staff, the use of computer applications, as well as electronic databases and web-based programs.
4. Ability to work cooperatively and collaboratively with others.
5. Must have adequate manual dexterity to write legibly and perform required duties on the computer.
...",not sure,
Elementary Art,2025-11-20,https://jobright.ai/jobs/info/6920fab03f782d2f1afcdd35?utm_source=1100&utm_campaign=Education and Training,On Site,"Dexter, MO",Dexter Schools,101-250,,$40000-$40000 /yr,1. Appropriate certification for Elementary Art,no,
Kindergarten SW Elementary,2025-11-20,https://jobright.ai/jobs/info/6920faf800c9ee50eaeca53b?utm_source=1100&utm_campaign=Education and Training,On Site,"Dexter, MO",Dexter Schools,101-250,,$40000 /yr,1. Appropriate certification for the Kindergarten position,no,
Behavior Analyst Administrative Assistant,2025-11-20,https://jobright.ai/jobs/info/6921123ea49a885af9a429fe?utm_source=1100&utm_campaign=Education and Training,On Site,"Provo, UT",Restore Hyper Wellness,251-500,"Health Care,Retail",$16-$20 /hr,"1. 18 years of age or older and a high school diploma or GED
2. Punctuality and regular/consistent attendance at the worksite are required and the employee must be able adhere to their workplace schedule
3. Capable of communicating well in both verbal and written form
4. Demonstrated supervisory skills, ability to prioritize work, and able to complete all assigned program documentation accurately and within the allotted time frames
5. Have good public relations skills in working with a variety of outside professionals and state employees.
...",not sure,
Computer Science Tutor for SSS STEM and Peer Educator,2025-11-20,https://jobright.ai/jobs/info/691fe1a5a49a885af9a35031?utm_source=1100&utm_campaign=Education and Training,On Site,"Ogden, UT",Weber State University Department of Automotive Technology,1-10,,$14-$15.50 /hr,"1. Good communication skills
2. Grades of B+ or higher in classes needed for tutoring.
3. Criminal Background check is required as a condition of employment.",not sure,
Pre-Kindergarten Assistant,2025-11-20,https://jobright.ai/jobs/info/6920d39f00c9ee50eaec86a2?utm_source=1100&utm_campaign=Education and Training,On Site,"Virginia Beach, VA",Virginia Beach City Public Schools,10000+,"Charter Schools,Education",$18-$27 /hr,"1. High School Diploma or GED.
2. Must have a minimum of 48 college credits or provide documentation of passing the Paraprofessional Assessment test, or have an Associate's Degree or higher (for Title I Assistants only).
3. Some experience working with children.",not sure,
Winter Break Camp Counselor - Jersey City,2025-11-20,https://jobright.ai/jobs/info/6920b3213f782d2f1afca694?utm_source=1100&utm_campaign=Education and Training,On Site,"Jersey City, NJ",Steve & Kate's Camp,101-250,Education,$16-$18 /hr,"1. At least 16 years of age
2. Minimum of 2 months experience working with camp-age children, with 1 year preferred, in either a professional, personal or volunteer setting.
3. First Aid & CPR certified prior to Day 1 of Camp (some locations may require additional certifications)",not sure,yes
"Analyst, Learning & Development",2025-11-20,https://jobright.ai/jobs/info/691fabe9a49a885af9a33072?utm_source=1100&utm_campaign=Education and Training,On Site,8890 - 500 Neil Ave,Chipotle Mexican Grill,10000+,"Food and Beverage,Hospitality",$59000-$80000 /yr,"1. 1-2 years of experience in Learning & Development, HR, training coordination or related field.
2. Hands on experience managing a Learning Management System, or similar system.
3. Interest in developing in a facilitator role
4. Foundational understanding of adult learning theory.
5. Experience in Instructional Design and Content Creation
...",not sure,
Registered Behavior Technician (RBT),2025-11-20,https://jobright.ai/jobs/info/6920b1fa00c9ee50eaec6e5d?utm_source=1100&utm_campaign=Education and Training,On Site,"High Point, North Carolina",Finni Health (YC W23),101-250,"Health Care,Software",$20-$25 /hr,"1. Current RBT Certification (required) *40 hour training completed and pending exam is ok!
2. Understanding of HIPAA regulations and confidentiality practices",not sure,
English and History tutor,2025-11-20,https://jobright.ai/jobs/info/691fab7309cc522e877445fd?utm_source=1100&utm_campaign=Education and Training,On Site,San Mateo,AJ Tutoring,251-500,Education,$35-$40 /hr,"1. College graduates
2. Passionate about education and study skills
3. Experienced in working with students
4. Conscientious, punctual, reliable, and on top of organizational tasks
5. Excellent at communicating with students, parents, and colleagues
...",not sure,
Youth Services Coach,2025-11-20,https://jobright.ai/jobs/info/691fa07da49a885af9a329e5?utm_source=1100&utm_campaign=Education and Training,On Site,Harold B Dawson Middle School,Goodwill Industries of Central Illinois,101-250,,$20.60-$20.60 /hr,"1. Excellent verbal, written, and interpersonal skills; ability to deliver guidance, feedback, and program information effectively.
2. Experience supporting youth in social-emotional development, de-escalation, and trauma-informed practices.
3. Ability to build trusting relationships with youth, families, and community partners; employ a strengths-based, client-centered approach.
4. Works independently, makes sound decisions in the best interest of youth, and demonstrates accountability.
5. Proficiency in Microsoft Office or G Suite.
...",not sure,
BT/RBT,2025-11-20,https://jobright.ai/jobs/info/691fa06509cc522e87743d4e?utm_source=1100&utm_campaign=Education and Training,On Site,"New York, New York 10033",Horizon Blue ABA,,,$20-$26 /hr,"1. High School Diploma or Equivalent
2. A passion for helping children and families
3. Interest in ABA (Applied Behavioral Analysis)
4. Ability to provide 1:1 ABA therapy to children in home and clinic settings",not sure,
"Administrative Associate, Department of Human Development and Family Sciences, School of Human Ecology",2025-11-20,https://jobright.ai/jobs/info/691fa05209cc522e87743d3e?utm_source=1100&utm_campaign=Education and Training,On Site,UT MAIN CAMPUS,The University of Texas at Austin,501-1000,"Corporate Training,Education","$48,000-$48,000 /yr","1. High School degree and 5 years of relevant office experience or bachelor’s degree and 1 year of experience in a related field. Relevant education and experience may be substituted as appropriate.
2. Demonstrated career progression with increasing responsibility
3. Strong interpersonal and verbal/written communication skills
4. Highly collaborative, team-focused mindset
5. Demonstrated ability to prioritize tasks and independently solve problems
...",not sure,
Constellation Schools - 4th Grade Teacher,2025-11-20,https://jobright.ai/jobs/info/691fa01ba49a885af9a3299e?utm_source=1100&utm_campaign=Education and Training,On Site,"Cleveland, Ohio, United States",ACCEL Schools,501-1000,,$38500-$48000 /yr,"1. Active and current state of Ohio teaching license in appropriate content area
2. Bachelor’s degree in education or related field
3. High level of comfort working in a growth-focused coaching environment based on frequent observations, debriefs, action planning, and progress monitoring
4. Excellent written and verbal communication skills
5. Ability to properly manage confidential information
...",not sure,
